FID,name,tourism,longitude,latitude,Province
1960,Bataan & Democracy Historical Marker,attraction,120.5,14.8703003,Bataan
1961,Heliograph Tower,attraction,120.6640015,15.2068005,Pampanga
1962,SEA OF CLOUDS DUPAX,attraction,121.2710037,16.1681004,Nueva Vizcaya
1963,Ayuste Mt. Pattung Eco Park,attraction,126.0820007,7.04175,Davao Oriental
1964,Binugwacan Cold Spring,attraction,125.9850006,7.9594302,Compostela Valley
1965,Nambalan Start,attraction,120.3339996,15.5500002,Tarlac
1966,top rapid above start,attraction,120.3259964,15.5497999,Tarlac
1967,Stadium Mall,attraction,120.7750015,14.3270998,Cavite
1968,Petrified Tree,attraction,121.0960007,14.2826996,Laguna
1969,Dasmariñas City Welcome Arch,attraction,120.9929962,14.2856998,Cavite
1970,R. A. B. Amphitheatre,attraction,124.6640015,12.5080004,Northern Samar
1971,Kaybiang tunnel,attraction,120.6330032,14.2341003,Cavite
1972,Puerta de Isabel II,attraction,120.9759979,14.5939999,Metro Manila
1973,Magalang Cockpit Arena (MCA),attraction,120.663002,15.2055998,Pampanga
1974,DGCA,attraction,120.6490021,15.2484999,Pampanga
1975,Aringay Centenary Tunnel,attraction,120.3690033,16.3910007,La Union
1976,Golden Grove,attraction,124.5439987,10.9196997,Leyte
1977,Mag-aso Road,attraction,123.2149963,9.3092899,Negros Oriental
1978,Jellyfish Sanctuary,attraction,125.9160004,9.5930996,Surigao del Norte
1979,Houseshoe,attraction,125.9229965,9.5940504,Surigao del Norte
1980,Sohoton Cave,attraction,125.9219971,9.59443,Surigao del Norte
1981,Pedrosa Ambush Area,attraction,122.3059998,10.6573,Iloilo
1982,Gugma Beach,attraction,122.5849991,11.5506001,Capiz
1983,Rice Terrace Clusters of Kiangan,attraction,121.064003,16.7810001,Ifugao
1984,Rice Terraces Clusters of Hungduan,attraction,121.0019989,16.8376999,Ifugao
1985,Mayoyao Rice Terraces,attraction,121.2279968,16.9701004,Ifugao
1986,Kabayan Mummy Burial Cave,attraction,120.8420029,16.6214008,Benguet
1987,JB Nature Farm and Resort,attraction,125.5070038,9.6735697,Surigao del Norte
1988,Tirso- Lita Private Beach Resort,attraction,123.3259964,9.6738501,Cebu
1989,Licsi Bridge,attraction,120.4889984,16.0405998,Pangasinan
1990,Cabanbanan Bridge,attraction,120.5059967,16.0252991,Pangasinan
1991,Baloking Bridge,attraction,120.4800034,16.0459003,Pangasinan
1992,Cayanga Bridge,attraction,120.3960037,16.1107998,Pangasinan
1993,Rock Formation Colonsabak Matanao,attraction,125.0920029,6.5994701,Sultan Kudarat
1994,Japanese Cannon,attraction,120.9759979,14.5857,Metro Manila
1995,Church of San Agustin,attraction,120.9749985,14.5890999,Metro Manila
1996,Tarlac Circuit Hill,attraction,120.5029984,15.4989996,Tarlac
1997,Tarlac Rec,attraction,120.5019989,15.4996996,Tarlac
1998,Balinsasayao Twin Lake,attraction,123.1809998,9.3537703,Negros Oriental
1999,Tent City,attraction,124.5839996,7.5244598,Cotabato
2000,UK Peak,attraction,124.6220016,7.18752,Cotabato
2001,Tiya Vicky,attraction,124.5419998,10.1316996,Bohol
2002,Da Best Lang High Ridge,attraction,125.4089966,8.5956602,Agusan del Sur
2003,Barili ATV Adventure,attraction,123.5439987,10.1128998,Cebu
2004,Dagat ni Baste,attraction,125.8889999,7.1452899,Compostela Valley
2005,Green Haven,attraction,125.7109985,8.7831202,Agusan del Sur
2006,sample,attraction,121.2099991,13.6482,Batangas
2007,sample,attraction,121.2099991,13.6480999,Batangas
2008,Doring Store,attraction,121.3690033,13.8280001,Batangas
2009,Guttierez,attraction,121.401001,13.8101997,Batangas
2010,Harriet Store,attraction,121.3740005,13.6637001,Batangas
2011,Mabel,attraction,121.375,13.665,Batangas
2012,Sherlyn,attraction,121.3889999,13.6728001,Batangas
2013,Renmel,attraction,121.3899994,13.6791,Batangas
2014,MLV,attraction,121.3880005,13.6763,Batangas
2015,Winsley,attraction,121.3860016,13.6794004,Batangas
2016,Good Samaritan,attraction,121.3860016,13.6801996,Batangas
2017,Oscar,attraction,121.3860016,13.6808996,Batangas
2018,CJ Store,attraction,121.3970032,13.6752996,Batangas
2019,Patty,attraction,121.4140015,13.6779003,Batangas
2020,Josh and Shy,attraction,121.4169998,13.6815996,Batangas
2021,Vergara,attraction,121.4410019,13.7173004,Batangas
2022,Anrich,attraction,121.4219971,13.7524996,Batangas
2023,Vergara Calubcub,attraction,121.4189987,13.7594004,Batangas
2024,Leneth Custodio,attraction,121.4110031,13.7835999,Batangas
2025,Saltoc,attraction,121.4069977,13.7833004,Batangas
2026,Tess,attraction,121.4039993,13.7825003,Batangas
2027,Maricel,attraction,121.3799973,13.7638998,Batangas
2028,Nelia,attraction,121.4079971,13.7904997,Batangas
2029,Renz,attraction,121.4029999,13.7888002,Batangas
2030,Bebot,attraction,121.3789978,13.7851,Batangas
2031,Mhedy,attraction,121.4369965,13.8072996,Batangas
2032,Ugatan,attraction,121.435997,13.8123999,Batangas
2033,713,attraction,121.4290009,13.8312998,Batangas
2034,Jaylien,attraction,121.4059982,13.8261995,Batangas
2035,ARG,attraction,121.3899994,13.8257999,Batangas
2036,Emy’s Balut Trading,attraction,121.7080002,17.6193008,Cagayan
2037,Bahay ni Tay Munds,attraction,118.7490005,9.8024197,Palawan
2038,Champaca west,attraction,121.0579987,14.7418003,Metro Manila
2039,Tarrhaville,attraction,121.0479965,14.7082996,Metro Manila
2040,Snook,attraction,122.987999,10.2060003,Negros Occidental
2041,Lot,attraction,122.2590027,11.7129002,Aklan
2042,Del Nit'z Farm,attraction,125.4219971,8.9580402,Agusan del Norte
2043,SM City Baguio Sky Terrace,attraction,120.598999,16.4090996,Benguet
2044,WWII Cannon,attraction,121.1800003,16.5177994,Nueva Vizcaya
2045,Shell Island,attraction,123.9029999,10.2849998,Cebu
2046,Padi beach resort,attraction,122.4690018,10.6885996,Iloilo
2047,Molino Dam,attraction,120.9800034,14.3985996,Cavite
2048,Pasong Buaya Dam,attraction,120.9729996,14.3711996,Cavite
2049,Digo's Hills,attraction,121.0979996,15.0938997,Bulacan
2050,The Secret Haven,attraction,121.1110001,14.8985996,Bulacan
2051,Daang Kagandahan,attraction,120.3580017,15.5068998,Tarlac
2052,VTS,attraction,122.9430008,10.6828003,Negros Occidental
2053,Golden Sands,attraction,124.0469971,11.2788,Cebu
2054,Pangabangan Tidal Pool,attraction,125.4919968,10.1718998,Dinagat Islands
2055,"uly land , villa iluminada",attraction,123.9850006,10.2937002,Cebu
2056,for bid bong,attraction,123.9850006,10.2937002,Cebu
2057,Digo's Hills Entrance,attraction,121.0970001,15.0962,Bulacan
2058,Batis ng kalikasan,attraction,121.413002,14.5036001,Laguna
2059,Marangig Falls,attraction,126.1729965,7.3425899,Compostela Valley
2060,"Divine Mercy Parish, Mati City",attraction,126.2040024,6.96068,Davao Oriental
2061,SAM VIEW DECK,attraction,117.3700027,8.5417404,Palawan
2062,Angelica Garden Pool,attraction,117.4049988,8.5990295,Palawan
2063,JFK MOUNTAIN VIEW RESORT,attraction,117.3779984,8.5423899,Palawan
2064,BOHOY,attraction,117.4029999,8.5991001,Palawan
2065,DCR Pool & Accoms,attraction,117.4329987,8.5267401,Palawan
2066,Lalatuan Falls,attraction,117.5490036,8.7182798,Palawan
2067,Tutuntunan Falls,attraction,117.5469971,8.7102804,Palawan
2068,Marshall Fermin Beach,attraction,117.197998,8.3320599,Palawan
2069,DHANGKHAHAN BEACH,attraction,117.5619965,8.6707497,Palawan
2070,Shower Falls,attraction,117.5490036,8.7168999,Palawan
2071,Kapangyan Falls,attraction,117.5459976,8.7093496,Palawan
2072,Riversidepool,attraction,117.6210022,8.6791296,Palawan
2073,VIRRAS PLACE,attraction,117.2040024,8.3333998,Palawan
2074,Badaruddin Beach,attraction,117.560997,8.6689901,Palawan
2075,Entrance point to Kapangyan Falls & Lalatuan Falls,attraction,117.564003,8.6837502,Palawan
2076,Villa Luisa Resort,attraction,120.5920029,15.6020002,Tarlac
2077,Smart Cell site,attraction,122.7659988,11.5878,Capiz
2078,Smart Cell site,attraction,122.8470001,11.4259005,Capiz
2079,Healer,attraction,124.0619965,13.0286999,Sorsogon
2080,Cleo Heights Sea of Clouds,attraction,126.1470032,7.2650399,Compostela Valley
2081,Fabian's Peak Ocean of Clouds,attraction,126.1470032,7.2647901,Compostela Valley
2082,CIGNAL TV cable Installer - Johnry Corona 09958511443,attraction,125.1289978,8.82792,Misamis Oriental
2083,POOK Beach,attraction,124.5690002,9.9152002,Bohol
2084,MARDEN's Beach & Cottages,attraction,124.1029968,10.0809002,Bohol
2085,Balistada Hills,attraction,121.0960007,15.1317997,Bulacan
2086,Lozano Farm,attraction,125.1839981,6.1479502,South Cotabato
2087,DUMINGAG SEA OF CLOUDS,attraction,123.2750015,8.1071501,Zamboanga del Sur
2088,Church,attraction,117.9980011,9.2364798,Palawan
2089,Mad Monkey Snorkeling location,attraction,121.9059982,11.9776001,Aklan
2090,Reef Riders Wind Surfing Center,attraction,121.9309998,11.9617004,Aklan
2091,The Sacred Rock of Lumauig,attraction,120.9729996,17.0792999,Mountain Province
2092,Real Imagination Garden Center,attraction,124.0009995,10.3928003,Cebu
2093,Brgy. Mindoro,attraction,120.4160004,16.905899,La Union
2094,Mount Kulis,attraction,121.3669968,14.6083002,Rizal
2095,Sambong Peak,attraction,121.3690033,14.6090002,Rizal
2096,Enchanted River,attraction,123.1500015,10.1492004,Negros Oriental
2097,Yapak Mountain Spring Resort,attraction,121.2539978,14.5795002,Rizal
2098,Mayors Island,attraction,120.0479965,16.2052002,Pangasinan
2099,Badian Island Wellness Resort - Wharf,attraction,123.3759995,9.8685904,Cebu
2100,Thalasso Saltwater Swimming Pools,attraction,123.3820038,9.8765898,Cebu
2101,Organic Garden (Badian Island Wellness Resort),attraction,123.3809967,9.8771896,Cebu
2102,13th Falls,attraction,121.1330032,15.0927,Bulacan
2103,Devil's Corner,attraction,121.3310013,14.6163998,Rizal
2104,Filinvest MTB trail,attraction,121.0329971,14.4181995,Metro Manila
2105,Waterfall,attraction,121.3280029,14.6219997,Rizal
2106,Rangyas Peak 883 m.a.s.l.,attraction,121.3219986,14.6387997,Rizal
2107,Rabitton,attraction,123.1019974,9.4525499,Negros Oriental
2108,Casa Tarcela,attraction,123.6829987,10.1760998,Cebu
2109,Buhay forest,attraction,120.7170029,14.1681004,Cavite
2110,Ligas Point,attraction,116.9300003,7.9364901,Palawan
2111,Immaculate Conception Bell Tower,attraction,124.7480011,10.3732004,Leyte
2112,Agrilog Transloading,attraction,123.0800018,10.5629997,Negros Occidental
2113,Enchanted Mountain,attraction,123.5360031,9.82792,Cebu
2114,Casa Martin resort,attraction,121.1719971,14.5108995,Rizal
2115,Farm Plate,attraction,123.7139969,13.1360998,Albay
2116,Buhay Forest Eco Park,attraction,120.7440033,14.1567001,Cavite
2117,Caritas View Beach Resort,attraction,123.5339966,9.8022099,Cebu
2118,Banton Baywalk,attraction,122.0960007,12.9441996,Romblon
2119,Rixen Inland Wake Boarding,attraction,122.5210037,10.7547998,Iloilo
2120,sinalaw munti,attraction,120.8300018,14.1113005,Cavite
2121,1000 sq meters,attraction,120.8239975,14.1108999,Cavite
2122,BEE FARM Bulusan Sorsogon City,attraction,124.0849991,12.7407999,Sorsogon
2123,Ven's Camping Grounds ang Vacation House,attraction,121.2269974,14.6587,Rizal
2124,ISLAND TREASURE INN&RESORT,attraction,117.8379974,8.7795897,Palawan
2125,SUNRISE BEACH & POOL RESORT,attraction,118.0049973,8.9035702,Palawan
2126,BROOKE’S AGRIWORLD,attraction,117.8479996,8.7998199,Palawan
2127,FALLS 6,attraction,117.8000031,8.8639498,Palawan
2128,TANGING YAMAN,attraction,117.7969971,8.75317,Palawan
2129,INARIS SANDBAR,attraction,117.9940033,8.8794098,Palawan
2130,PHOENIX BEACH,attraction,118.0059967,8.8982,Palawan
2131,KIM BEACH RESORT,attraction,117.8929977,8.8311901,Palawan
2132,G&N BROOKE’S RESORT,attraction,117.8619995,8.7951298,Palawan
2133,FALLS 1,attraction,117.802002,8.8597097,Palawan
2134,FALLS 3,attraction,117.802002,8.8608999,Palawan
2135,ARALAR BEACH,attraction,117.848999,8.7832899,Palawan
2136,KABANGKAWAN ECO ADVENTURE PARK,attraction,117.9850006,8.8836298,Palawan
2137,FARM BIHIRA,attraction,117.8450012,8.8428497,Palawan
2138,SABSABAN FALLS,attraction,117.8430023,8.8894596,Palawan
2139,SIR BROOKE’S RESORT,attraction,117.8560028,8.79105,Palawan
2140,FALLS 2,attraction,117.802002,8.8600597,Palawan
2141,FALLS 5,attraction,117.7990036,8.8636103,Palawan
2142,BAKBAKAN FALLS,attraction,117.8000031,8.8646202,Palawan
2143,FALLS 4,attraction,117.8010025,8.8608303,Palawan
2144,MAINIT HOT SPRING,attraction,117.802002,8.8591404,Palawan
2145,LETTY’S FARM,attraction,117.814003,8.823,Palawan
2146,IGNACIO BEACH,attraction,117.901001,8.8353901,Palawan
2147,ARALAR BEACH,attraction,117.848999,8.7826099,Palawan
2148,PORTMILLER,attraction,117.8359985,8.7686396,Palawan
2149,PEOPLE’S PARK,attraction,117.8379974,8.7857599,Palawan
2150,Malinao Beach,attraction,126.1289978,9.7684898,Surigao del Norte
2151,Sanctuary - snorkelling site,attraction,126.1419983,9.7541199,Surigao del Norte
2152,Snorkelling spot,attraction,126.1679993,9.7590704,Surigao del Norte
2153,Balai Loreta Resort,attraction,121.5780029,13.8871002,Quezon
2154,Hidden passage,attraction,118.9020004,10.1970997,Palawan
2155,Entrance Zipline,attraction,119.3949966,11.1449003,Palawan
2156,VILLA ESPERANZA BEACH,attraction,118.0009995,9.2423697,Palawan
2157,ARCES,attraction,118.0699997,9.3016901,Palawan
2158,TAMLANGON ISLAND,attraction,118.0550003,9.3613796,Palawan
2159,DOUBLE ISLAND,attraction,118.0889969,9.3542404,Palawan
2160,TATARAN ISLAND,attraction,118.0019989,9.2871704,Palawan
2161,ROMA,attraction,118.0699997,9.3012695,Palawan
2162,SNAKE ISLAND,attraction,117.9950027,9.2976599,Palawan
2163,SUMAGINGSING BEACH,attraction,117.8320007,9.1952105,Palawan
2164,NASIRIK ISLAND,attraction,118.0500031,9.3771496,Palawan
2165,SIDANAO ISLAND,attraction,117.9670029,9.2901802,Palawan
2166,RAMOS BEACH RESORT,attraction,118.072998,9.3033104,Palawan
2167,TAG LAMANE BEACH RESORT,attraction,118.1780014,9.4044905,Palawan
2168,MANSALUYAN ISLAND,attraction,118.0630035,9.3628302,Palawan
2169,CASCARA BEACH RESORT,attraction,118.1940002,9.4481802,Palawan
2170,TAGBUNSAING LAKE,attraction,118.1959991,9.4483204,Palawan
2171,Man-made Forest in La Union,attraction,120.3399963,16.7644005,La Union
2172,Pampanga Eye,attraction,120.6969986,15.0537996,Pampanga
2173,To Divine Mercy Parish Church,attraction,120.973999,14.2405005,Cavite
2174,Nature's View,attraction,122.4290009,9.8966799,Negros Occidental
2175,Pavilion,attraction,125.5289993,8.9507599,Agusan del Norte
2176,Napatagan Mountain Cafe,attraction,123.1019974,10.4827003,Negros Occidental
2177,Vista West Park & Cafe,attraction,124.6900024,8.3497896,Bukidnon
2178,Bishop’s House,attraction,123.3479996,8.6069698,Zamboanga del Norte
2179,Eden Hot Spring,attraction,121.5370026,16.4312992,Quirino
2180,Historicar marker - Magellan First Landing,attraction,125.7850037,10.6933002,Eastern Samar
2181,Concepcion Rainbow Arc,attraction,121.7200012,12.9132004,Romblon
2182,basketball court,attraction,120.7269974,14.2763004,Cavite
