FID,amenity,name,latitude,longitude
3770,restaurant,D'Berns,7.6771002,124.9919968
3771,restaurant,Kainang Pilipino,17.6317997,121.7350006
3772,restaurant,Ritchie's Diner,14.4426003,120.9990005
3773,restaurant,Mang Inasal,14.5588999,121.0199966
3774,restaurant,Tonnix Lodge and Resto,17.4125996,121.4410019
3775,restaurant,Chihuahua,14.5537004,121.0510025
3776,restaurant,Barrio Fiesta,14.2468004,121.0619965
3777,restaurant,Max's Restaurant,14.2468996,121.0619965
3778,restaurant,Luk Yuen,14.6016998,121.0490036
3779,restaurant,Krazy Garlic,14.6029997,121.0520020
3780,restaurant,BBQ Chicken,14.6033001,121.0510025
3781,restaurant,Blu Frog,14.6034002,121.0510025
3782,restaurant,Cowrie Grill,14.6028004,121.0520020
3783,restaurant,Hokkaido Ramen Santouka,14.6032000,121.0510025
3784,restaurant,Isdang Pulo,14.6034002,121.0510025
3785,restaurant,Katsu Sora,14.6033001,121.0510025
3786,restaurant,Sariwon,14.6027002,121.0520020
3787,restaurant,Tong Yang,14.6026001,121.0520020
3788,restaurant,Uncle Cheffy,14.6027002,121.0520020
3789,restaurant,Via Mare,14.6029997,121.0520020
3790,restaurant,Wing Stop,14.6033001,121.0510025
3791,restaurant,Wonton Restaurant,14.6034002,121.0510025
3792,restaurant,Kenny Roger's,14.2477999,121.0630035
3793,restaurant,Razon's,14.2479000,121.0630035
3794,restaurant,Yellow Cab,14.2475996,121.0630035
3795,restaurant,Bon Chon,14.2475004,121.0630035
3796,restaurant,Kuse,14.0953999,120.9369965
3797,restaurant,Mesa,14.0955000,120.9369965
3798,restaurant,Uncle Cheffy,14.0953999,120.9369965
3799,restaurant,Zam's Food and Fudge,8.1876001,126.3560028
3800,restaurant,tai koo hk roast,14.5605001,121.0250015
3801,restaurant,Kuya J's (u.c.),14.5495005,121.0260010
3802,restaurant,Nihon Bashi,14.5481997,121.0250015
3803,restaurant,Villa Khristalene Resort Restaurant,14.0867996,120.9800034
3804,restaurant,Anix's House of Kare-Kare,14.6375999,121.0319977
3805,restaurant,Chilli'z,7.9073901,125.0930023
3806,restaurant,DAISY Restobar,15.7865000,120.9889984
3807,restaurant,Mix and Match Restaurant (2- option Breakfast 6:00 AM - leaves 8:am  arrival 1pm (4-6 away),15.7730999,120.9639969
3808,restaurant,Old 37,15.7858000,120.9929962
3809,restaurant,Goto King,15.7860003,120.9929962
3810,restaurant,Vikings,14.6267996,121.0839996
3811,restaurant,Gerry's Grill,14.6266003,121.0830002
3812,restaurant,Teriyaki Boy,14.6259003,121.0839996
3813,restaurant,Diner's Original Bulalohan,14.0998001,120.9240036
3814,restaurant,Mang Inasal,14.3275003,121.0879974
3815,restaurant,Bloom Cafe + Bar,14.5521002,121.0210037
3816,restaurant,Blackbird,14.5558996,121.0240021
3817,restaurant,Kuya J,14.5639000,121.0220032
3818,restaurant,Namaya,14.5632000,121.0210037
3819,restaurant,Ryu Ramen & Curry,14.5637999,121.0220032
3820,restaurant,Sandwich Shop,14.5634003,121.0220032
3821,restaurant,Spring,14.5634003,121.0220032
3822,restaurant,The Kebab Factory,14.5639000,121.0220032
3823,restaurant,Vikings,14.5640001,121.0220032
3824,restaurant,Ya Kun Kaya Toast,14.5632000,121.0220032
3825,restaurant,Zabo Chicken,14.5640001,121.0220032
3826,restaurant,Greenwich,11.7065001,122.3710022
3827,restaurant,Buzzz Cafe,9.6422396,123.8539963
3828,restaurant,Gerarda's,9.6434002,123.8580017
3829,restaurant,Blu Dynasty Cantonese Cuisine,14.6015997,120.9800034
3830,restaurant,Yellow Cab,14.5319004,121.0719986
3831,restaurant,Pancake House,10.3191996,123.9049988
3832,restaurant,Ramboy's Manokan,11.7084999,122.3700027
3833,restaurant,Esca's Restuarant,10.6991997,122.5589981
3834,restaurant,La Playa,14.3865004,120.5879974
3835,restaurant,Max's,14.3292999,121.0889969
3836,restaurant,Seorabeol Grand Leisure Hotel,14.8207998,120.2760010
3837,restaurant,Kagay-anon,8.4828300,124.6559982
3838,restaurant,Canteen,14.8738003,120.2360001
3839,restaurant,Eagle's Nest,18.2094994,120.6019974
3840,restaurant,Chicken Ati-atihan,18.2038994,120.5989990
3841,restaurant,Pamulinawen,18.2010002,120.5989990
3842,restaurant,C&E Pizza,18.1961002,120.5940018
3843,restaurant,Saramsam Restaurant,18.1968994,120.5910034
3844,restaurant,Shakey's Pizza,18.1798992,120.5910034
3845,restaurant,Restaurant,14.8852997,120.2239990
3846,restaurant,Cyma Estiatorio,14.5521002,121.0199966
3847,restaurant,Manam,14.5521002,121.0199966
3848,restaurant,Bizu,14.5521002,121.0210037
3849,restaurant,The Wholesome Table,14.5521002,121.0199966
3850,restaurant,Sy Bee Tin,7.0726099,125.6050034
3851,restaurant,Kap's Restaurant & Bar,9.5717201,125.7310028
3852,restaurant,University Cafeteria,14.1634998,121.2419968
3853,restaurant,Fortune World,14.2115002,120.9680023
3854,restaurant,Miam miam glou glou,10.4119997,119.1770020
3855,restaurant,Gacayan,10.4108000,119.1770020
3856,restaurant,Hiyas,14.5740995,121.0589981
3857,restaurant,Greeka Kouzina,14.5740995,121.0589981
3858,restaurant,Ninak,14.5721998,121.0609970
3859,restaurant,Burger Brewskies,14.5764999,121.0640030
3860,restaurant,Palawud Resto Bar and Grill,10.7011995,122.9489975
3861,restaurant,Apollo Restaurant,10.6712999,122.9560013
3862,restaurant,Pizza Republic,10.6833000,122.9560013
3863,restaurant,Tita Ping's,10.6716003,122.9570007
3864,restaurant,27th Bascon,10.6864996,122.9570007
3865,restaurant,Nolita,14.5507002,121.0490036
3866,restaurant,Barney's Burger,14.8681002,120.4609985
3867,restaurant,Catalan Grill and Restaurant,14.5539999,121.1380005
3868,restaurant,Savory,14.5880003,121.1760025
3869,restaurant,Tokyo Tokyo,14.5880003,121.1760025
3870,restaurant,Aparente,6.0690198,125.1279984
3871,restaurant,Necing's Eatery,13.3191996,123.7399979
3872,restaurant,Chick N Grill,10.6919003,122.9599991
3873,restaurant,Shabu Niku,10.6784000,122.9540024
3874,restaurant,Chicken House,10.6729002,122.9580002
3875,restaurant,Golden Fortune Seafoods,10.6527004,122.9430008
3876,restaurant,Delicioso,10.6933002,122.9599991
3877,restaurant,2bro's Restaurant & Videoke,11.7750998,124.8809967
3878,restaurant,Pizza Ritos,11.7708998,124.8820038
3879,restaurant,Volante,16.3992004,120.6090012
3880,restaurant,Pepe's,10.7000999,122.9619980
3881,restaurant,Pancake House,14.6816998,121.0859985
3882,restaurant,Yoree,14.4244003,121.0270004
3883,restaurant,Jo's Chicken Inato,10.3071003,123.8970032
3884,restaurant,Mang Inasal,15.1785002,120.5879974
3885,restaurant,Villamor Restaurant,8.7128000,125.7600021
3886,restaurant,Misto,8.4845695,124.6500015
3887,restaurant,MJ's Lomi House,14.0749998,121.3259964
3888,restaurant,Biaños Pizzaderia,8.9433498,125.5230026
3889,restaurant,Cafe Alicia,14.5605001,120.9919968
3890,restaurant,The Century Seafood Restaurant,14.5607004,120.9899979
3891,restaurant,TBTLNP Restaurant,9.3606701,123.1800003
3892,restaurant,Twins Resto,11.7740002,124.8809967
3893,restaurant,Barkadahan Grill,8.4776001,124.6449966
3894,restaurant,Big D's,14.6099005,121.0810013
3895,restaurant,Parklane Cafe & Blendz,14.3414001,120.9189987
3896,restaurant,Betsie's Canteen,14.1646004,121.2419968
3897,restaurant,Perlie's Garden Restaurant,14.6489000,121.0479965
3898,restaurant,Vanmicks restaurant,14.6443005,121.0490036
3899,restaurant,JTs Manukan,14.6358995,121.0400009
3900,restaurant,Windmills Restaurant,14.6358995,121.0390015
3901,restaurant,Borromeo Steak,14.6372004,121.0350037
3902,restaurant,Dad's Place Events Venue,14.6368999,121.0339966
3903,restaurant,Pepekon's Steak House,14.6381998,121.0350037
3904,restaurant,Packo's Grill And Restaurant,14.6379004,121.0390015
3905,restaurant,El Nido Pizza,11.1799002,119.3889999
3906,restaurant,Chef E's Resto,14.7895002,120.2799988
3907,restaurant,Ersao Restaurant,14.6386003,121.0309982
3908,restaurant,Patio Ibarra,14.6405001,121.0319977
3909,restaurant,Tong Yang,14.6403999,121.0319977
3910,restaurant,Restaurant,14.8580999,120.2450027
3911,restaurant,Hana Restaurant,14.7911997,120.2809982
3912,restaurant,KFC,14.8220997,120.2990036
3913,restaurant,Cita's Restaurant,11.3127003,119.4209976
3914,restaurant,Kyla's Cosine,11.3126001,119.4209976
3915,restaurant,Oriental Eatery,9.0757999,126.1969986
3916,restaurant,Goldwing Eatery,9.0759497,126.1969986
3917,restaurant,SNK La Cocina,11.7770004,124.8850021
3918,restaurant,LGU- Cooperative,7.2834702,125.6709976
3919,restaurant,Dela Fuente Hito-an,7.1977100,124.2369995
3920,restaurant,Kashmir,14.5472002,121.0350037
3921,restaurant,Merlange,14.5496998,121.0360031
3922,restaurant,Society Lounge,14.5574999,121.0260010
3923,restaurant,Glamour Catering Services,7.2029300,124.2419968
3924,restaurant,Golden Lace Fine Dining,7.2069001,124.2419968
3925,restaurant,Kai's Lounge,7.2059498,124.2419968
3926,restaurant,Cafe Le Sorelle,7.2063599,124.2419968
3927,restaurant,Glamour Convention Center,7.2021298,124.2440033
3928,restaurant,La Sam's Diner,14.7039003,120.9459991
3929,restaurant,J3 Cuisine,7.2166901,124.2419968
3930,restaurant,Kitoks Litson Manok,7.2021298,124.2399979
3931,restaurant,Irysh Binalot Republik,7.2179699,124.2409973
3932,restaurant,Jean's BBQ,7.2178302,124.2409973
3933,restaurant,Pagana Kutawato Native Restaurant,7.2037001,124.2350006
3934,restaurant,Raff's Garden,7.2054300,124.2389984
3935,restaurant,Dexter's Pizza,7.1979098,124.2440033
3936,restaurant,Aleng Precy,7.2041402,124.2409973
3937,restaurant,Cora Bless Eatery,7.2031202,124.2399979
3938,restaurant,Kaison,11.9987001,120.2030029
3939,restaurant,Goto Monster,14.5670996,121.0090027
3940,restaurant,Burp,14.5662003,121.0120010
3941,restaurant,Abalai Restaurant,12.9941998,124.0090027
3942,restaurant,Ocha Asian Cuisine,16.4120998,120.5979996
3943,restaurant,Steaks and Toppings,16.4122009,120.5979996
3944,restaurant,The Domaine,14.1358995,120.9629974
3945,restaurant,Oh My Gulay,16.4118996,120.5979996
3946,restaurant,Jim's Retro Diner,16.4118004,120.5979996
3947,restaurant,Jack's Restaurant,16.4120007,120.5979996
3948,restaurant,Point and Grill,16.4120007,120.5979996
3949,restaurant,Pengee's Kandingan Restaurant,11.2933998,122.6790009
3950,restaurant,The Daily Jusa,14.6451998,121.0609970
3951,restaurant,The Burger Project,14.6444998,121.0609970
3952,restaurant,ABOVE SEA LEVEL - Bar and Resto,14.6445999,121.0609970
3953,restaurant,Lola Grannies,14.6427002,121.0599976
3954,restaurant,California Pizza Kitchen,14.5358000,120.9800034
3955,restaurant,Claw Daddy,14.5346003,120.9800034
3956,restaurant,Don Henrico's,14.5354004,120.9800034
3957,restaurant,Holy Cow,14.5358000,120.9800034
3958,restaurant,IHOP,14.5354004,120.9800034
3959,restaurant,Hap Chan,14.2130003,120.9680023
3960,restaurant,Sandtrap Lounge,13.9615002,121.1900024
3961,restaurant,Vencios Hotel and Restaurant,13.3970003,121.1689987
3962,restaurant,Kanto Freestyle Breakfast,14.6420002,121.1009979
3963,restaurant,Calajo Foodhouse,16.4129009,120.5970001
3964,restaurant,456 Restaurant,16.4130001,120.5970001
3965,restaurant,Arirang,13.9611998,121.1900024
3966,restaurant,Indonyaki,14.6485004,121.0569992
3967,restaurant,Lugaw Queen,13.9407997,121.1610031
3968,restaurant,Mang Inasal,13.9407997,121.1620026
3969,restaurant,Pancake House,14.3559999,121.0459976
3970,restaurant,Mang Luis Karenderia,7.0404401,125.5260010
3971,restaurant,Amy's Barbecue,11.0380001,125.7149963
3972,restaurant,Hokkaido Ramen Santouka,14.6107998,121.0790024
3973,restaurant,Uncle Cheffy,14.6106997,121.0790024
3974,restaurant,West Empire,7.1088099,125.6480026
3975,restaurant,Ethel Eatery,14.0545998,121.1549988
3976,restaurant,Bianos Pizza,11.2391005,125.0039978
3977,restaurant,Leo's Grill & Cafe,11.1099997,125.0179977
3978,restaurant,Mami D,11.2417002,125.0019989
3979,restaurant,Esquina Rose,11.2419996,125.0059967
3980,restaurant,Julio's Buffet and Jazz Joint,11.2411003,125.0039978
3981,restaurant,Carenderia,11.1092997,125.0199966
3982,restaurant,Arafu Cafe,14.5466995,121.0520020
3983,restaurant,Bed and Breakfast,11.2419004,125.0039978
3984,restaurant,Jen-jen's Kainan,11.2462997,125.0039978
3985,restaurant,Conti's Restaurant,14.5881004,121.0459976
3986,restaurant,Bambulo Resort Restobar,9.2581196,123.2819977
3987,restaurant,Tony's Mami,11.2449999,125.0029984
3988,restaurant,Fahrenheit,11.2467003,125.0009995
3989,restaurant,Eatery,14.9171000,120.2279968
3990,restaurant,Kudz,11.2398005,125.0029984
3991,restaurant,Altrove,11.9984999,120.2030029
3992,restaurant,Yukino Hana,14.5625000,121.0309982
3993,restaurant,BigMama,14.5623999,121.0309982
3994,restaurant,Aristocrat,14.5875998,121.0449982
3995,restaurant,Yellow Cab,14.5888004,121.0429993
3996,restaurant,Apartment 1B,14.5634003,121.0380020
3997,restaurant,Mifune,9.3083000,123.3089981
3998,restaurant,Bricks and Copper,14.5892000,121.0380020
3999,restaurant,Wu Xiang House of Chicken,14.6022997,121.0339966
4000,restaurant,Osan Cuisine,11.2477999,125.0080032
4001,restaurant,Yellow Cab,14.6062002,121.0179977
4002,restaurant,Mann Hann,14.6062002,121.0189972
4003,restaurant,Pancake House,14.6063004,121.0179977
4004,restaurant,Nestas,11.5831003,122.7539978
4005,restaurant,Viv's Barbeque House,14.6075001,121.0210037
4006,restaurant,Kaye Ryan Grill,14.1260004,120.9810028
4007,restaurant,Luk Foo Cantonese Kitchen,14.5874996,121.0449982
4008,restaurant,Big Guy's Pizza,14.5895996,121.0380020
4009,restaurant,Soledad Pancit Malabon,14.5895996,121.0380020
4010,restaurant,Yoghurt House - Breakfast,17.0818996,120.9000015
4011,restaurant,Gerry's Grill,14.5885000,121.0429993
4012,restaurant,Bon Chon Chicken,14.5883999,121.0429993
4013,restaurant,Star Bugz,14.6739998,121.0199966
4014,restaurant,D'Meal Box,11.2461004,125.0019989
4015,restaurant,Kung Fu Chili Bluebay,14.5373001,120.9909973
4016,restaurant,Le Garden Hong Kong Seafood,14.3247004,121.0660019
4017,restaurant,Raill's Steak Park,14.3257999,121.0660019
4018,restaurant,RSM Lutong Bahay,14.3283997,121.0680008
4019,restaurant,Hungry Hippo,14.3299999,121.0709991
4020,restaurant,Herbs Bistro,14.5292997,120.9879990
4021,restaurant,The Other Office By the Bay,14.5292997,120.9879990
4022,restaurant,Lola's Pizza,11.9645004,121.9270020
4023,restaurant,Matgalne,14.5853996,121.0640030
4024,restaurant,DJC Halo Halo,13.3631001,123.7200012
4025,restaurant,Cafe Lucia,11.2181997,125.0059967
4026,restaurant,Triple Luck,11.1007004,122.6389999
4027,restaurant,Oppa,11.2419996,125.0009995
4028,restaurant,Raj's Burger,11.2411003,125.0049973
4029,restaurant,Elena Bakeshop,11.2454004,125.0009995
4030,restaurant,AIDA'S,10.6711998,122.9459991
4031,restaurant,Kyle's,11.2334003,125.0000000
4032,restaurant,Calle Z,11.2377005,125.0029984
4033,restaurant,Porbida Flame Grilled Burger,11.2419996,125.0029984
4034,restaurant,Libro,11.2424002,125.0029984
4035,restaurant,Platito,11.2431002,125.0039978
4036,restaurant,Sofa,11.2427998,125.0009995
4037,restaurant,Bonchon Chicken,11.9596004,121.9290009
4038,restaurant,The Round Robin Cafe,14.6393003,121.0609970
4039,restaurant,Crepeman,14.6392002,121.0609970
4040,restaurant,Papa Diddi's ice cream company,14.6392002,121.0609970
4041,restaurant,Breakfast Bin,14.6392002,121.0609970
4042,restaurant,Pangnan Grill,14.8388004,120.8610001
4043,restaurant,Kinamat Resto Bar,14.5274000,121.1589966
4044,restaurant,Not Just Desserts,11.2437000,125.0039978
4045,restaurant,Missayum,11.2454996,125.0009995
4046,restaurant,David's Tea House,14.7539997,120.9550018
4047,restaurant,Yellow Cab,14.6997004,121.0680008
4048,restaurant,Pancake House,14.6997004,121.0680008
4049,restaurant,Dory's,14.7250996,121.0490036
4050,restaurant,Maxx's,10.7000999,122.5540009
4051,restaurant,Crying Tiger,14.5658998,121.0309982
4052,restaurant,Sultans Kitchen,10.7249002,122.5559998
4053,restaurant,Wawa Heritage Resto,10.7228003,122.5579987
4054,restaurant,Miyongs Seafood,10.7215004,122.5599976
4055,restaurant,Afriques Jaro,10.7227001,122.5550003
4056,restaurant,Great Cyrus Persian Restaurant and Convenience Store,10.7136002,122.5390015
4057,restaurant,Luis Linaga-an,10.7165003,122.5530014
4058,restaurant,SIN HUAT Vegetarian restaurant,10.6978998,122.5699997
4059,restaurant,pit stop,10.6940002,122.5360031
4060,restaurant,nenas manokan,10.6963997,122.5449982
4061,restaurant,teds batchoy,10.7250004,122.5559998
4062,restaurant,Chicken Sari-sari,10.7212000,122.5609970
4063,restaurant,baliwag,10.7247000,122.5579987
4064,restaurant,North Park,14.6309004,121.0339966
4065,restaurant,Finio,14.6308002,121.0350037
4066,restaurant,Grill Bistro the Gu-i,14.6309996,121.0350037
4067,restaurant,Teresita's,14.6310997,121.0339966
4068,restaurant,Tokyo Bubble Tea,14.6309996,121.0339966
4069,restaurant,Handuraw Pizza,10.3690996,123.9280014
4070,restaurant,Yakimix,10.3170996,123.8939972
4071,restaurant,Bulalo World,14.4469995,121.0289993
4072,restaurant,Banana Leaf,10.3186998,123.9049988
4073,restaurant,Portal,10.3146000,123.9049988
4074,restaurant,Laguna Garden Cafe,10.3188000,123.9059982
4075,restaurant,Max's Restaurant,10.3195000,123.9049988
4076,restaurant,El Cocinero,14.4244003,121.0270004
4077,restaurant,Karne Grill De Balamban,10.5037003,123.7210007
4078,restaurant,Red Box,10.3192997,123.9049988
4079,restaurant,Teriyaki Boy,10.3192997,123.9049988
4080,restaurant,Lemon Grass,10.3179998,123.9059982
4081,restaurant,Gerry's Grill,10.3191004,123.9049988
4082,restaurant,Bigby's Restaurant,10.3178997,123.9059982
4083,restaurant,Italiannis,10.3184004,123.9059982
4084,restaurant,P.H.A.T. Pho,10.3191004,123.9049988
4085,restaurant,Shabu-Way,10.3183002,123.9059982
4086,restaurant,The Social,10.3174000,123.9059982
4087,restaurant,Burger King Ayala,10.3177004,123.9059982
4088,restaurant,Giligan's,10.3185997,123.9049988
4089,restaurant,Mother's Fried Chicken,10.3182001,123.9039993
4090,restaurant,Oh Georg!,10.3176003,123.9049988
4091,restaurant,Yellow Cab Pizza,10.3181000,123.9049988
4092,restaurant,Sbarro,10.3193998,123.9049988
4093,restaurant,Flame It!,10.3178997,123.9059982
4094,restaurant,La Belle,10.3238001,123.9089966
4095,restaurant,30 Kitchen + Bar,10.3245001,123.9089966
4096,restaurant,Bistro 88 Italian,10.3241997,123.9089966
4097,restaurant,Big Mao,10.3184996,123.9049988
4098,restaurant,Army Navy,10.3185997,123.9049988
4099,restaurant,Dakasi,10.3179998,123.9059982
4100,restaurant,Siam Thai Cuisine,10.3184996,123.9059982
4101,restaurant,Tonkatsu,10.3184996,123.9059982
4102,restaurant,Moon Cafe,10.3184004,123.9059982
4103,restaurant,Chibaba Grill,14.5771999,121.0419998
4104,restaurant,Pizza Hut,14.5291996,120.9919968
4105,restaurant,Ferlyn Famous Tapa Haus,14.4383001,121.0039978
4106,restaurant,Carlo's Restuarant,10.6936998,122.5709991
4107,restaurant,Mr.J Restobar,10.2982998,123.8980026
4108,restaurant,XO 46 Heritage Bistro,14.5759001,121.0630035
4109,restaurant,Takeiya,14.6486998,121.0569992
4110,restaurant,All About Pasta,14.6496000,121.0569992
4111,restaurant,Rated SPJ,14.6468000,121.0599976
4112,restaurant,Roberta Flavors of Asia,14.6494999,121.0569992
4113,restaurant,Buffalo Bros.,14.6497002,121.0569992
4114,restaurant,Billieberks,14.6484003,121.0569992
4115,restaurant,Rib City,14.6482000,121.0569992
4116,restaurant,Bobo's Pizzeria,14.6466999,121.0579987
4117,restaurant,Fresh Selections,14.6464005,121.0599976
4118,restaurant,Cupcakes by Gremlins,14.6461000,121.0599976
4119,restaurant,Food Clinique,14.6461000,121.0599976
4120,restaurant,Meal Point,14.6461000,121.0599976
4121,restaurant,Streggato Gelateria,14.6752005,120.5329971
4122,restaurant,Daddy Lo's Kitchen,14.6757002,120.5329971
4123,restaurant,Chikuzai,14.6757002,120.5329971
4124,restaurant,Brickfire,14.6362000,121.0729980
4125,restaurant,Greenwich Pizza,10.2861996,123.9690018
4126,restaurant,Cadi Shack Diner,10.3238001,123.9140015
4127,restaurant,Handuraw Pizza,10.3255997,123.9130020
4128,restaurant,Da Vinci's,10.3094997,123.8740005
4129,restaurant,Sunburst,10.3095999,123.8740005
4130,restaurant,R's Food Avenue,10.3238001,123.9130020
4131,restaurant,Pick 'n Grill,7.4343700,125.8229980
4132,restaurant,Shakey's,13.7545996,121.0709991
4133,restaurant,Yabu,14.4230003,121.0289993
4134,restaurant,Brad & Pit's Ribshack,14.6365995,121.1210022
4135,restaurant,Chawarma Baabique,14.6385002,121.1220016
4136,restaurant,Breakfast Brothers,14.6388998,121.1220016
4137,restaurant,Omonok,14.6389999,121.1220016
4138,restaurant,Chubbies Qcina Cafe,14.6407003,121.1220016
4139,restaurant,Crazy Chicken,14.6414003,121.1220016
4140,restaurant,Red's,14.6423998,121.1220016
4141,restaurant,Crazy Katsu,14.6423998,121.1220016
4142,restaurant,Manila Wings,14.6427002,121.1220016
4143,restaurant,Zoricho,14.5840998,121.0759964
4144,restaurant,Daisho Ramen,14.5885000,121.0429993
4145,restaurant,Le Zam's Restaurant,14.6514997,121.0550003
4146,restaurant,Felicidad,14.6499996,121.0569992
4147,restaurant,Talabar Resto Bar,14.5256004,120.9970016
4148,restaurant,Chopstik,14.5263996,120.9970016
4149,restaurant,Celso Crib,10.3611002,123.9160004
4150,restaurant,Eurohub Cafe & Bar,10.3612003,123.9160004
4151,restaurant,Da Vinci's,10.3289003,123.9069977
4152,restaurant,Hukad,10.3182001,123.9059982
4153,restaurant,Seafood Island,10.3174000,123.9059982
4154,restaurant,Sumosam,14.0999002,120.9440002
4155,restaurant,Weber's Delicatessen,14.1000004,120.9440002
4156,restaurant,Ersao Taiwanese Cuisine,14.0992002,120.9430008
4157,restaurant,Quo & Z Resto Bar,14.5263996,120.9970016
4158,restaurant,Gerry's Grill,14.5359001,120.9800034
4159,restaurant,Circa 1900,10.3268995,123.9000015
4160,restaurant,PATMON'S Eatery,10.2964001,123.9000015
4161,restaurant,Arano's Bar and Restaurant,10.3219995,123.8830032
4162,restaurant,Topps Pizza,14.4813004,120.9049988
4163,restaurant,Chefoo Restaurant,14.4807997,120.9039993
4164,restaurant,Regal Dining,14.4801998,120.9010010
4165,restaurant,Chowking,14.4794998,120.8980026
4166,restaurant,Jigg's eatery,14.6089001,120.9990005
4167,restaurant,Zark's Burger,14.6394997,121.0739975
4168,restaurant,HID,14.6233997,121.1169968
4169,restaurant,Nitz Restaurant,14.6049004,120.9869995
4170,restaurant,Dona Feliza,14.4787998,120.8960037
4171,restaurant,Dad & I,16.4123001,120.5979996
4172,restaurant,Pobi,14.6035995,120.9879990
4173,restaurant,Wonderland KTV Bar,14.6569004,120.9940033
4174,restaurant,Hap Chan,14.3485003,121.0660019
4175,restaurant,Shawarma House,14.3486004,121.0660019
4176,restaurant,Pizza Hut,14.5798998,121.1360016
4177,restaurant,Siomai House,14.3479004,121.0650024
4178,restaurant,Minute Burger,14.3518000,121.0670013
4179,restaurant,Yellow Cab,14.6355000,121.1009979
4180,restaurant,Tabemashou,14.1695995,121.2450027
4181,restaurant,Mirasol,14.6296997,121.0199966
4182,restaurant,Our Kitchen,14.7648001,120.9919968
4183,restaurant,Pancake House,14.6331997,121.0189972
4184,restaurant,King Bee,14.6331997,121.0189972
4185,restaurant,Mister Kabab,14.6330996,121.0189972
4186,restaurant,Pizza Hut,14.6332998,121.0189972
4187,restaurant,Pepper Lunch,14.6331997,121.0189972
4188,restaurant,Master's Garden,14.6589003,120.9520035
4189,restaurant,Bagong Lipunan,8.4759903,124.6439972
4190,restaurant,Anix's House of Kare Kare,14.6175003,121.1370010
4191,restaurant,GoodAh!!,14.7349005,120.9609985
4192,restaurant,Cafe Nenzo,14.7349997,120.9609985
4193,restaurant,King Sisig,14.6032000,120.9840012
4194,restaurant,Bulalo World,14.6028996,120.9840012
4195,restaurant,Dominos Pizza,14.6078997,120.9909973
4196,restaurant,Hong Kong Noodles,14.7375002,120.9609985
4197,restaurant,LA'MAS Creative Filipino And Western Cuisine,10.3383999,123.9290009
4198,restaurant,Sodam,14.5987997,121.0380020
4199,restaurant,Tung Lo Wan's Food Express,14.5973997,121.0380020
4200,restaurant,Ba Noi's,14.5760002,121.0630035
4201,restaurant,Banana Leaf,14.5756998,121.0630035
4202,restaurant,Café Mediterranean,14.5759001,121.0630035
4203,restaurant,CocoIchibanya Curry House,14.5759001,121.0630035
4204,restaurant,Eum-ma-ne,14.5761003,121.0630035
4205,restaurant,Highlands Prime Steakhouse,14.5766001,121.0630035
4206,restaurant,I am Kim,14.5757999,121.0630035
4207,restaurant,KyoChon,14.5759001,121.0630035
4208,restaurant,B-B-Que Zone,14.6430998,121.0589981
4209,restaurant,Kim Bop,14.1697998,121.2440033
4210,restaurant,Calderón Cocina Tapas y Bebidas,14.5717001,121.0609970
4211,restaurant,Saturdate,14.6428003,121.0579987
4212,restaurant,Hot Star,14.6353998,121.0019989
4213,restaurant,Army Navy,14.6325998,121.0019989
4214,restaurant,Muelle Uno Resto Cafe,10.2938004,123.9069977
4215,restaurant,Coral Garden,14.6209002,121.0100021
4216,restaurant,Kay Inday,14.6201000,121.0100021
4217,restaurant,Calderón,14.5987997,121.0380020
4218,restaurant,Nono's,14.5514002,121.0240021
4219,restaurant,Tim Ho Wan,14.5522003,121.0250015
4220,restaurant,Café 1700,14.5291996,120.9919968
4221,restaurant,Ramen Kuroda,14.5291996,120.9919968
4222,restaurant,Bodhi Vegetarian & Health Food House and Harvester's Veggie Food Express,14.6380997,121.0009995
4223,restaurant,Causeway 2 Seafood Restaurant,14.6373997,121.0009995
4224,restaurant,Sincere,14.6304998,121.0029984
4225,restaurant,Triple G Boneless Lechon & Restaurant,14.6370001,121.0009995
4226,restaurant,Yoh-Froz,14.6364002,121.0009995
4227,restaurant,"Love Desserts, Inc.",14.6392002,121.0009995
4228,restaurant,Everything At Steak,14.6398001,121.0009995
4229,restaurant,King Chef Restaurant,14.6405001,121.0009995
4230,restaurant,Ersao Taiwanese Restaurant,14.6412001,121.0000000
4231,restaurant,Cosmo Noodles And Pares,14.6414003,121.0000000
4232,restaurant,Otiongs Eatery,14.6433001,121.0000000
4233,restaurant,Buffalo's Wings And Things Restaurant,14.6410999,121.0000000
4234,restaurant,Shin Tian Restaurant,14.6429996,121.0000000
4235,restaurant,Parvati Dessert Shop,14.6431999,121.0000000
4236,restaurant,Aristocrat Restaurant,14.6431999,121.0000000
4237,restaurant,Antojos Manila Restaurant,14.6434002,121.0000000
4238,restaurant,Icebergs,14.6341000,121.0019989
4239,restaurant,Fresh Selections,14.6343002,121.0019989
4240,restaurant,Banawe Soybean Curd,14.6344995,121.0019989
4241,restaurant,Ersao,14.6335001,121.0019989
4242,restaurant,Indy Aircon Parts Inc.,14.6337004,121.0019989
4243,restaurant,Cold Storage Seafoods,14.6356001,121.0009995
4244,restaurant,Teriyaki Boy,14.6358004,121.0009995
4245,restaurant,Cheesecake,14.6358004,121.0009995
4246,restaurant,Mavie's Tabing Dagat,10.3162003,119.3440018
4247,restaurant,KINZANKAI JAPANESE RESTAURANT,14.6264000,121.0049973
